Age,Gender,Daily Social Media Usage(hours),Number of Social Media Platforms,Frequency of Posts,Frequency of Checking Notifications,Self Reported Addiction Score,Cyberbullying Experience,Self Esteem Score,Sleep Quality,Anxiety Score,Social Media Fatigue Score,Mental Health Status
25,Male,3.0,3,Sometimes,Frequently,7.0,0,6.0,8.0,3.0,5,Fair
40,Female,10.0,3,Rarely,Occasionally,10.0,0,1.0,6.0,8.0,9,Poor
30,Other,6.0,1,Often,,10.0,0,3.0,5.0,7.0,5,Poor
30,Female,9.0,6,Rarely,Occasionally,10.0,0,2.0,8.0,8.0,8,Poor
30,Male,3.0,3,Sometimes,Occasionally,7.0,1,7.0,3.0,4.0,5,Fair
16,Male,8.0,5,Never,Rarely,10.0,0,2.0,4.0,8.0,6,Poor
35,Male,4.0,6,Sometimes,Rarely,7.0,0,4.0,6.0,5.0,6,Fair
25,Male,3.0,3,Rarely,Occasionally,7.0,0,6.0,6.0,4.0,6,Good
45,Male,10.0,1,Sometimes,Occasionally,10.0,0,1.0,5.0,9.0,8,Poor
40,Female,1.0,3,Never,Occasionally,6.0,0,9.0,6.0,2.0,3,Good
30,Male,10.0,3,Sometimes,Rarely,10.0,0,1.0,3.0,9.0,8,Poor
22,Female,4.0,4,Often,Occasionally,9.0,0,8.0,1.0,4.0,5,Fair
22,Female,12.0,1,Never,Occasionally,10.0,0,1.0,9.0,9.0,9,Poor
25,Male,5.0,3,Sometimes,Rarely,9.0,0,6.0,5.0,7.0,6,Fair
30,Other,7.0,5,Rarely,Rarely,10.0,0,3.0,4.0,7.0,7,Poor
22,Female,0.0,6,Sometimes,Occasionally,5.0,0,10.0,5.0,1.0,3,Excellent
30,Female,4.0,2,Sometimes,Occasionally,10.0,0,6.0,6.0,15.0,4,Good
22,Male,7.0,5,Sometimes,Occasionally,10.0,0,2.0,9.0,6.0,8,Fair
50,Female,7.0,1,Rarely,Occasionally,10.0,0,4.0,7.0,7.0,6,Poor
18,Male,2.0,4,Rarely,Frequently,4.0,0,8.0,9.0,3.0,4,Excellent
45,Female,4.0,2,Never,Frequently,8.0,0,5.0,3.0,5.0,4,Fair
45,Male,4.0,6,Often,Occasionally,8.0,0,6.0,3.0,6.0,5,Fair
30,Female,2.0,3,Sometimes,Occasionally,8.0,0,7.0,5.0,4.0,6,Good
35,Male,4.0,2,Always,Frequently,9.0,0,4.0,4.0,5.0,5,Fair
25,Male,8.0,2,Often,Frequently,10.0,0,3.0,10.0,8.0,6,Fair
30,Female,3.0,2,Often,Occasionally,7.0,1,8.0,3.0,5.0,5,Fair
25,Female,4.0,3,Sometimes,Frequently,8.0,0,7.0,3.0,6.0,6,Fair
25,Male,11.0,5,Never,Occasionally,10.0,0,1.0,5.0,9.0,8,Poor
30,Male,0.0,4,Often,Occasionally,5.0,0,9.0,6.0,2.0,4,Excellent
30,Female,5.0,4,Rarely,Frequently,9.0,0,5.0,5.0,4.0,6,Fair
30,Female,7.0,4,Sometimes,Occasionally,10.0,1,2.0,1.0,7.0,8,Poor
22,Male,7.0,6,Often,Occasionally,10.0,0,2.0,7.0,6.0,6,Poor
25,Female,7.0,4,Sometimes,Rarely,10.0,0,2.0,9.0,6.0,8,Fair
18,Female,7.0,2,Rarely,Frequently,10.0,1,2.0,8.0,5.0,7,Fair
18,Male,1.0,4,Rarely,Frequently,6.0,0,9.0,8.0,4.0,4,Good
22,Female,5.0,2,Always,Rarely,9.0,0,7.0,8.0,4.0,5,Good
18,Female,7.0,6,Always,Frequently,10.0,0,1.0,7.0,6.0,6,Poor
18,Female,1.0,2,Sometimes,Rarely,5.0,0,8.0,8.0,4.0,4,Good
40,Male,0.0,2,Often,Occasionally,5.0,0,10.0,2.0,2.0,3,Good
16,Female,8.0,2,Never,Frequently,10.0,0,3.0,2.0,7.0,8,Poor
35,Male,7.0,3,Rarely,Occasionally,10.0,1,4.0,2.0,7.0,8,Poor
22,Female,4.0,1,Rarely,Occasionally,10.0,1,6.0,6.0,6.0,4,Fair
45,Male,10.0,6,Never,Frequently,10.0,1,1.0,4.0,9.0,8,Poor
30,Female,7.0,2,Rarely,Frequently,10.0,0,3.0,1.0,,6,Poor
25,Female,11.0,2,Never,Occasionally,10.0,0,1.0,2.0,10.0,8,Poor
30,Male,10.0,1,Sometimes,Frequently,10.0,0,1.0,2.0,8.0,9,Poor
25,Female,4.0,2,Never,Frequently,9.0,0,4.0,6.0,5.0,3,Fair
30,Female,7.0,2,Rarely,Occasionally,10.0,0,2.0,3.0,5.0,5,Poor
18,Male,6.0,2,Often,Rarely,10.0,1,4.0,8.0,6.0,6,Fair
50,Female,8.0,2,Rarely,Occasionally,10.0,0,1.0,10.0,7.0,7,Poor
25,Female,7.0,1,Never,Frequently,10.0,0,4.0,5.0,6.0,5,Poor
25,Male,2.0,2,Rarely,Rarely,7.0,0,9.0,6.0,4.0,3,Good
35,Other,3.0,4,Often,Rarely,8.0,0,7.0,4.0,3.0,4,Good
25,Female,3.0,2,Sometimes,Occasionally,7.0,1,8.0,6.0,4.0,6,Good
40,Male,8.0,2,Sometimes,Rarely,10.0,0,1.0,9.0,7.0,7,Poor
30,Female,8.0,2,Never,Frequently,10.0,0,1.0,3.0,5.0,7,Poor
35,Male,4.0,3,Sometimes,Rarely,6.0,0,6.0,10.0,5.0,5,Good
18,Female,5.0,2,Rarely,Frequently,9.0,1,3.0,4.0,5.0,6,Poor
40,Female,8.0,3,Rarely,Rarely,10.0,1,2.0,4.0,6.0,6,Poor
35,Male,3.0,6,Sometimes,Frequently,7.0,1,7.0,9.0,4.0,4,Good
22,Female,1.0,1,Often,Occasionally,7.0,0,8.0,6.0,2.0,4,Good
18,Female,4.0,2,Rarely,,8.0,0,7.0,1.0,6.0,5,Poor
25,Male,10.0,2,Often,Frequently,10.0,0,1.0,8.0,9.0,8,Poor
50,Female,7.0,2,Never,Occasionally,10.0,0,3.0,6.0,8.0,6,Poor
22,Female,4.0,1,Rarely,Occasionally,8.0,0,6.0,7.0,7.0,6,Fair
30,Male,1.0,3,Rarely,Frequently,6.0,0,8.0,3.0,2.0,5,Good
16,Female,6.0,5,Often,Occasionally,10.0,0,5.0,8.0,8.0,8,Fair
25,Male,8.0,1,Rarely,Frequently,10.0,1,3.0,7.0,7.0,9,Poor
30,Male,6.0,2,Sometimes,Occasionally,9.0,0,5.0,10.0,7.0,6,Fair
50,Female,4.0,4,Rarely,Frequently,9.0,0,7.0,5.0,4.0,5,Good
30,Female,2.0,2,Sometimes,Rarely,7.0,0,10.0,6.0,3.0,5,Good
40,Female,10.0,1,Sometimes,Frequently,10.0,0,1.0,7.0,9.0,9,Poor
30,Male,3.0,3,Never,Rarely,7.0,0,9.0,3.0,3.0,2,Good
16,Female,3.0,1,Often,Occasionally,8.0,0,8.0,4.0,5.0,5,Fair
25,Other,8.0,4,Often,Frequently,10.0,0,3.0,4.0,8.0,6,Poor
30,Male,12.0,1,Rarely,Rarely,10.0,1,1.0,9.0,10.0,8,Poor
50,Male,6.0,3,Sometimes,Occasionally,10.0,0,4.0,1.0,7.0,7,Poor
45,Female,6.0,4,Rarely,Occasionally,9.0,0,4.0,10.0,6.0,5,Fair
22,Male,3.0,2,Often,Frequently,5.0,0,7.0,5.0,3.0,4,Good
22,Male,0.0,1,Sometimes,Frequently,5.0,0,10.0,6.0,4.0,4,Good
22,Female,2.0,2,Never,Rarely,6.0,0,8.0,5.0,3.0,4,Good
45,Other,5.0,5,Often,Frequently,9.0,0,6.0,7.0,6.0,4,Fair
45,Female,2.0,4,Rarely,Occasionally,6.0,0,7.0,10.0,4.0,3,Good
40,Female,9.0,2,Rarely,Frequently,10.0,0,2.0,5.0,8.0,8,Poor
25,Female,2.0,4,Sometimes,Occasionally,7.0,0,8.0,3.0,2.0,2,Good
30,Female,5.0,4,Rarely,Occasionally,8.0,0,5.0,4.0,5.0,5,Fair
30,Male,5.0,6,Rarely,,7.0,0,5.0,4.0,6.0,5,Poor
22,Male,6.0,2,Rarely,Occasionally,10.0,0,5.0,4.0,4.0,6,Fair
30,Male,3.0,5,Often,Frequently,5.0,0,7.0,1.0,4.0,4,Fair
16,Male,9.0,2,Rarely,Rarely,10.0,0,2.0,8.0,9.0,7,Poor
18,Male,4.0,5,Rarely,Rarely,10.0,0,6.0,6.0,5.0,7,Fair
45,Male,7.0,1,Rarely,Occasionally,9.0,1,6.0,6.0,9.0,7,Poor
40,Male,6.0,2,Rarely,Occasionally,10.0,0,3.0,3.0,7.0,5,Poor
25,Male,2.0,4,Sometimes,Occasionally,6.0,0,8.0,1.0,3.0,4,Fair
30,Female,6.0,4,Sometimes,Rarely,10.0,0,3.0,5.0,6.0,6,Poor
25,Male,5.0,2,Often,Frequently,10.0,0,5.0,1.0,6.0,5,Poor
35,Female,9.0,3,Sometimes,Rarely,10.0,0,1.0,2.0,8.0,7,Poor
40,Male,9.0,2,Rarely,Frequently,,1,2.0,2.0,7.0,8,Poor
40,Female,2.0,1,Sometimes,Frequently,5.0,0,7.0,8.0,4.0,3,Good
35,Female,1.0,1,Sometimes,Frequently,5.0,0,9.0,7.0,4.0,3,Good
22,Female,3.0,1,Sometimes,Rarely,7.0,0,6.0,5.0,3.0,4,Good
25,Female,12.0,3,Often,Rarely,10.0,0,1.0,5.0,9.0,8,Poor
30,Female,0.0,2,Often,Frequently,5.0,0,8.0,5.0,1.0,3,Good
25,Male,6.0,1,Sometimes,Frequently,10.0,0,2.0,6.0,6.0,6,Poor
40,Other,6.0,5,Always,Frequently,9.0,0,5.0,8.0,5.0,6,Fair
25,Female,6.0,1,Sometimes,Frequently,9.0,1,3.0,5.0,5.0,5,Poor
18,Female,3.0,3,Never,Rarely,7.0,0,10.0,3.0,3.0,4,Good
25,Male,3.0,5,Sometimes,Occasionally,8.0,1,7.0,3.0,4.0,6,Fair
50,Female,4.0,2,Rarely,Frequently,8.0,0,6.0,2.0,5.0,5,Fair
22,Female,1.0,2,Rarely,Occasionally,8.0,0,8.0,7.0,4.0,2,Good
30,Female,1.0,3,Sometimes,Occasionally,7.0,0,10.0,5.0,3.0,3,Good
25,Female,1.0,3,Rarely,Occasionally,6.0,1,10.0,9.0,2.0,3,Excellent
18,Male,5.0,3,Rarely,Rarely,8.0,0,4.0,5.0,6.0,5,Poor
30,Male,4.0,3,Sometimes,Rarely,8.0,0,6.0,7.0,6.0,4,Fair
35,Male,3.0,5,Rarely,Rarely,7.0,0,,5.0,5.0,4,Fair
30,Male,3.0,1,Rarely,Occasionally,10.0,0,6.0,8.0,3.0,5,Good
45,Male,3.0,4,Often,Occasionally,7.0,0,,6.0,4.0,5,Good
22,Male,4.0,2,Rarely,Occasionally,10.0,1,7.0,3.0,6.0,7,Fair
18,Male,3.0,2,Often,Frequently,6.0,0,7.0,8.0,5.0,5,Good
45,Female,6.0,1,Often,Frequently,10.0,0,5.0,1.0,6.0,6,Poor
25,Male,2.0,2,Often,Rarely,8.0,0,8.0,6.0,2.0,3,Good
30,Female,10.0,4,Rarely,Rarely,10.0,0,1.0,3.0,7.0,9,Poor
40,Female,1.0,1,Sometimes,Occasionally,6.0,0,10.0,5.0,3.0,3,Good
25,Female,10.0,2,Rarely,Frequently,10.0,0,1.0,5.0,10.0,8,Poor
35,Male,8.0,2,Sometimes,Occasionally,10.0,0,1.0,6.0,6.0,8,Poor
18,Female,6.0,1,Sometimes,Occasionally,10.0,1,5.0,5.0,6.0,5,Fair
22,Female,10.0,4,Sometimes,Rarely,10.0,0,1.0,6.0,8.0,8,Poor
18,Other,2.0,4,Often,Occasionally,7.0,0,8.0,3.0,3.0,3,Good
40,Female,2.0,4,Sometimes,Frequently,7.0,0,8.0,7.0,1.0,4,Excellent
22,Female,3.0,3,Sometimes,Occasionally,8.0,0,8.0,6.0,3.0,4,Good
35,Female,3.0,3,Rarely,Occasionally,6.0,0,,5.0,2.0,4,Good
45,Male,3.0,2,Sometimes,Rarely,7.0,0,7.0,6.0,6.0,5,Fair
30,Male,5.0,3,Sometimes,Rarely,9.0,0,6.0,5.0,,6,Fair
30,Female,0.0,2,Sometimes,Occasionally,5.0,0,10.0,8.0,2.0,4,Excellent
30,Male,4.0,6,Sometimes,Occasionally,7.0,0,7.0,6.0,5.0,6,Good
25,Male,3.0,6,Rarely,Occasionally,5.0,0,9.0,7.0,3.0,3,Good
30,Female,6.0,5,Rarely,Rarely,10.0,0,4.0,7.0,6.0,7,Fair
30,Male,12.0,2,Sometimes,Frequently,10.0,0,1.0,7.0,10.0,9,Poor
50,Female,5.0,2,Sometimes,Rarely,10.0,0,5.0,7.0,5.0,6,Fair
45,Female,4.0,5,Never,Frequently,8.0,0,6.0,4.0,2.0,4,Good
45,Male,4.0,4,Never,Frequently,9.0,1,6.0,8.0,5.0,4,Good
45,Male,7.0,4,Sometimes,Occasionally,10.0,1,3.0,7.0,7.0,6,Poor
30,Male,1.0,2,Often,Rarely,6.0,1,9.0,2.0,3.0,6,Good
35,Male,11.0,4,Never,Frequently,10.0,0,1.0,6.0,10.0,9,Poor
45,Male,4.0,3,Sometimes,Occasionally,7.0,1,5.0,5.0,7.0,4,Fair
25,Male,3.0,2,Often,Frequently,6.0,0,8.0,3.0,5.0,4,Fair
50,Male,11.0,5,Never,Frequently,10.0,0,1.0,5.0,9.0,7,Poor
25,Male,10.0,2,Rarely,Occasionally,10.0,0,1.0,9.0,10.0,7,Poor
30,Female,6.0,3,Often,Occasionally,8.0,1,6.0,8.0,6.0,6,Fair
35,Female,0.0,3,Never,Rarely,4.0,0,10.0,2.0,2.0,3,Good
50,Female,7.0,3,Sometimes,Occasionally,10.0,0,4.0,5.0,8.0,7,Poor
22,Female,3.0,1,Sometimes,Occasionally,8.0,0,6.0,6.0,3.0,4,Good
35,Male,4.0,3,Rarely,Occasionally,10.0,0,5.0,6.0,4.0,5,Fair
30,Female,2.0,3,Never,Occasionally,7.0,0,5.0,7.0,2.0,2,Good
22,Male,5.0,3,Sometimes,Frequently,10.0,1,5.0,8.0,4.0,5,Good
40,Male,7.0,4,Sometimes,Rarely,10.0,1,1.0,6.0,7.0,6,Poor
30,Female,3.0,2,Rarely,Rarely,7.0,0,6.0,8.0,4.0,4,Good
35,Male,10.0,5,Sometimes,Rarely,10.0,0,1.0,6.0,8.0,9,Poor
25,Male,2.0,2,Sometimes,Frequently,6.0,1,9.0,1.0,5.0,5,Fair
30,Female,1.0,3,Rarely,Rarely,6.0,1,10.0,5.0,1.0,3,Excellent
30,Female,,1,Sometimes,Rarely,10.0,0,4.0,3.0,5.0,5,Poor
25,Male,8.0,2,Rarely,Occasionally,10.0,0,1.0,6.0,8.0,7,Poor
22,Male,11.0,4,Sometimes,Occasionally,10.0,0,1.0,6.0,9.0,8,Poor
50,Female,7.0,1,Sometimes,Occasionally,9.0,1,3.0,6.0,7.0,8,Poor
30,Female,2.0,6,Sometimes,Rarely,6.0,0,8.0,5.0,4.0,5,Good
35,Male,11.0,2,Rarely,Occasionally,10.0,0,1.0,7.0,10.0,7,Poor
25,Female,10.0,5,Sometimes,Frequently,10.0,1,1.0,3.0,8.0,9,Poor
25,Female,2.0,3,Sometimes,Frequently,7.0,0,8.0,9.0,4.0,5,Good
25,Male,5.0,3,Sometimes,Rarely,9.0,1,4.0,8.0,7.0,5,Fair
25,Female,5.0,1,Often,Frequently,8.0,0,6.0,8.0,6.0,6,Fair
30,Female,4.0,2,Always,Rarely,6.0,0,7.0,1.0,4.0,5,Fair
30,Male,12.0,2,Sometimes,Frequently,10.0,1,1.0,4.0,9.0,9,Poor
30,Female,1.0,3,Rarely,Frequently,5.0,0,9.0,2.0,3.0,3,Good
18,Male,6.0,3,Often,Occasionally,10.0,0,4.0,8.0,8.0,8,Fair
30,Female,3.0,4,Rarely,Rarely,8.0,0,7.0,7.0,6.0,3,Good
22,Female,5.0,5,Sometimes,Frequently,9.0,0,5.0,2.0,6.0,5,Poor
18,Male,7.0,3,Sometimes,Rarely,10.0,0,2.0,5.0,7.0,7,Poor
45,Female,3.0,2,Always,Frequently,7.0,1,6.0,6.0,3.0,3,Good
30,Female,4.0,2,Always,Frequently,8.0,1,5.0,7.0,3.0,4,Good
35,Male,11.0,4,Often,Frequently,10.0,0,,4.0,10.0,8,Poor
25,Male,7.0,1,Sometimes,Frequently,10.0,0,3.0,4.0,7.0,5,Poor
45,Male,5.0,3,Sometimes,Rarely,10.0,0,7.0,6.0,7.0,6,Fair
30,Female,3.0,1,Rarely,Frequently,7.0,1,6.0,6.0,4.0,6,Good
40,Other,4.0,2,Often,,7.0,0,5.0,3.0,4.0,9,Fair
25,Female,7.0,3,Sometimes,Occasionally,10.0,1,3.0,7.0,8.0,7,Poor
50,Male,8.0,3,Often,Frequently,10.0,0,1.0,3.0,8.0,7,Poor
40,Female,3.0,3,Rarely,Frequently,6.0,0,5.0,8.0,5.0,6,Good
45,Male,6.0,3,Rarely,Frequently,10.0,0,4.0,7.0,6.0,6,Fair
22,Male,1.0,2,Sometimes,Occasionally,5.0,1,8.0,10.0,3.0,5,Excellent
22,Female,0.0,2,Rarely,Occasionally,5.0,0,10.0,3.0,3.0,4,Good
22,Male,5.0,3,Rarely,Frequently,9.0,0,6.0,9.0,5.0,6,Good
22,Female,3.0,3,Never,Frequently,7.0,1,7.0,7.0,6.0,5,Good
45,Female,1.0,1,Always,Occasionally,6.0,0,9.0,8.0,5.0,3,Good
16,Female,7.0,3,Often,Occasionally,10.0,0,1.0,1.0,8.0,7,Poor
18,Female,4.0,3,Sometimes,Frequently,9.0,0,6.0,5.0,4.0,6,Fair
22,Male,7.0,1,Rarely,Occasionally,10.0,0,2.0,1.0,6.0,6,Poor
22,Other,,4,Rarely,Frequently,9.0,1,4.0,3.0,7.0,6,Poor
22,Female,7.0,3,Rarely,Occasionally,10.0,0,2.0,8.0,6.0,6,Poor
40,Female,3.0,2,Sometimes,Occasionally,9.0,0,6.0,5.0,5.0,5,Fair
30,Male,3.0,3,Often,Occasionally,6.0,0,6.0,6.0,4.0,5,Good
16,Female,6.0,3,Never,Frequently,9.0,0,4.0,5.0,5.0,5,Fair
25,Female,3.0,5,Rarely,Frequently,5.0,0,8.0,5.0,4.0,6,Good
25,Male,8.0,4,Rarely,Rarely,10.0,0,3.0,6.0,8.0,7,Poor
18,Female,5.0,2,Sometimes,Frequently,9.0,0,5.0,5.0,4.0,8,Fair
35,Female,3.0,1,Often,Occasionally,6.0,0,,1.0,2.0,3,Fair
35,Male,6.0,5,Often,Rarely,7.0,0,3.0,8.0,7.0,7,Fair
35,Male,10.0,4,Sometimes,Frequently,10.0,0,1.0,4.0,10.0,8,Poor
35,Female,1.0,2,Rarely,Occasionally,6.0,0,9.0,6.0,1.0,4,Excellent
16,Male,2.0,1,Often,Frequently,8.0,0,8.0,6.0,3.0,3,Good
50,Female,8.0,4,Rarely,Rarely,10.0,0,2.0,3.0,10.0,6,Poor
40,Female,2.0,4,Rarely,Frequently,6.0,0,7.0,3.0,4.0,4,Fair
45,Male,0.0,2,Rarely,Occasionally,5.0,0,9.0,5.0,1.0,2,Excellent
16,Female,3.0,3,Rarely,Occasionally,7.0,0,8.0,5.0,5.0,5,Good
45,Female,4.0,2,Rarely,Rarely,7.0,0,7.0,4.0,4.0,5,Fair
40,Female,5.0,2,Often,Occasionally,8.0,0,5.0,5.0,7.0,7,Poor
40,Female,5.0,2,Rarely,Occasionally,7.0,0,4.0,4.0,5.0,6,Poor
18,Female,10.0,3,Often,Rarely,10.0,0,1.0,3.0,8.0,8,Poor
35,Male,7.0,4,Often,Rarely,,0,3.0,2.0,6.0,5,Poor
50,Male,12.0,3,Sometimes,Occasionally,10.0,1,1.0,8.0,10.0,9,Poor
35,Male,4.0,2,Rarely,Frequently,8.0,1,7.0,8.0,3.0,6,Good
30,Male,1.0,5,Sometimes,Frequently,5.0,1,7.0,5.0,2.0,5,Good
45,Female,11.0,1,Often,Occasionally,10.0,0,1.0,5.0,9.0,8,Poor
25,Male,0.0,4,Rarely,Occasionally,6.0,0,10.0,6.0,2.0,3,Excellent
30,Female,7.0,4,Often,Frequently,10.0,0,5.0,3.0,7.0,8,Poor
30,Male,0.0,2,Sometimes,Frequently,6.0,0,9.0,3.0,1.0,4,Good
45,Male,7.0,2,Always,Rarely,10.0,0,2.0,3.0,6.0,6,Poor
18,Female,10.0,5,Often,Occasionally,10.0,0,1.0,6.0,9.0,8,Poor
30,Male,4.0,3,Rarely,Frequently,10.0,0,7.0,8.0,5.0,5,Good
35,Female,3.0,1,Sometimes,Frequently,6.0,1,7.0,6.0,2.0,5,Good
40,Male,3.0,5,Rarely,Frequently,7.0,0,6.0,3.0,4.0,5,Fair
30,Female,4.0,2,Never,Occasionally,8.0,1,7.0,5.0,5.0,6,Fair
45,Female,2.0,2,Sometimes,Occasionally,7.0,0,6.0,8.0,4.0,5,Good
45,Female,6.0,3,Often,Frequently,10.0,0,7.0,6.0,6.0,5,Fair
18,Male,4.0,3,Always,Rarely,10.0,0,5.0,5.0,4.0,3,Fair
25,Female,3.0,2,Rarely,Occasionally,8.0,0,8.0,6.0,3.0,5,Good
16,Female,4.0,1,Rarely,Occasionally,8.0,0,7.0,5.0,5.0,6,Fair
25,Female,5.0,3,Sometimes,Frequently,10.0,0,4.0,1.0,5.0,5,Poor
30,Male,2.0,3,Rarely,Occasionally,6.0,0,9.0,9.0,4.0,4,Excellent
45,Male,7.0,5,Rarely,Occasionally,10.0,0,4.0,7.0,7.0,5,Poor
40,Male,9.0,3,Often,Occasionally,10.0,0,1.0,10.0,9.0,8,Poor
18,Male,3.0,3,Often,Frequently,7.0,0,5.0,8.0,4.0,5,Good
18,Female,2.0,1,Often,Frequently,7.0,0,8.0,5.0,3.0,4,Good
30,Male,7.0,5,Sometimes,Frequently,10.0,0,1.0,5.0,8.0,10,Poor
30,Male,2.0,2,Sometimes,Rarely,6.0,0,7.0,3.0,2.0,3,Good
22,Female,0.0,3,Often,Occasionally,5.0,0,10.0,8.0,1.0,2,Excellent
45,Female,6.0,5,Rarely,Rarely,9.0,0,4.0,6.0,6.0,7,Fair
45,Female,3.0,4,Often,Frequently,8.0,1,8.0,4.0,2.0,4,Good
25,Other,2.0,3,Never,Occasionally,9.0,0,7.0,10.0,2.0,6,Excellent
45,Male,12.0,4,Often,Frequently,10.0,1,1.0,7.0,10.0,9,Poor
25,Female,3.0,5,Often,Rarely,8.0,0,7.0,8.0,5.0,5,Good
35,Male,10.0,4,Rarely,Occasionally,10.0,1,1.0,3.0,9.0,8,Poor
30,Male,2.0,3,Sometimes,Rarely,6.0,1,9.0,6.0,4.0,3,Good
18,Male,8.0,3,Rarely,Occasionally,10.0,0,4.0,10.0,6.0,6,Fair
45,Male,5.0,1,Sometimes,Occasionally,10.0,1,4.0,5.0,4.0,5,Fair
30,Male,1.0,3,Sometimes,Occasionally,8.0,1,9.0,5.0,3.0,4,Good
35,Male,7.0,2,Sometimes,Occasionally,10.0,0,4.0,6.0,7.0,7,Poor
25,Female,9.0,2,Always,Rarely,10.0,0,2.0,1.0,8.0,8,Poor
16,Female,2.0,3,Rarely,Frequently,6.0,1,8.0,4.0,3.0,3,Good
18,Other,7.0,1,Sometimes,Frequently,10.0,0,5.0,5.0,,5,Poor
30,Female,4.0,1,Often,Frequently,8.0,1,7.0,1.0,5.0,6,Fair
35,Male,7.0,2,Sometimes,Frequently,10.0,0,4.0,5.0,8.0,6,Poor
25,Male,7.0,2,Often,Frequently,10.0,0,3.0,6.0,8.0,7,Poor
35,Male,0.0,2,Sometimes,Occasionally,4.0,0,10.0,1.0,4.0,3,Good
35,Male,2.0,5,Often,Frequently,7.0,0,8.0,6.0,3.0,3,Good
35,Female,4.0,4,Often,Occasionally,8.0,0,6.0,7.0,4.0,4,Good
30,Female,10.0,2,Often,Frequently,10.0,0,2.0,3.0,9.0,10,Poor
45,Male,3.0,2,Often,Occasionally,8.0,0,8.0,10.0,3.0,5,Excellent
30,Male,6.0,3,Rarely,Frequently,10.0,0,4.0,5.0,7.0,5,Poor
30,Male,0.0,3,Sometimes,Rarely,5.0,1,10.0,5.0,2.0,4,Excellent
22,Male,7.0,3,Rarely,Occasionally,10.0,1,2.0,6.0,7.0,6,Poor
25,Male,6.0,2,Rarely,Frequently,9.0,0,5.0,5.0,5.0,7,Fair
16,Female,,1,Sometimes,Occasionally,10.0,1,4.0,6.0,6.0,7,Poor
30,Male,10.0,2,Always,Rarely,10.0,0,1.0,3.0,9.0,7,Poor
22,Female,2.0,3,Sometimes,Frequently,8.0,0,5.0,9.0,2.0,5,Good
25,Male,3.0,4,Often,Occasionally,8.0,0,7.0,8.0,4.0,3,Good
40,Male,,5,Often,Occasionally,10.0,0,1.0,6.0,8.0,9,Poor
25,Female,2.0,2,Never,Occasionally,6.0,0,8.0,7.0,2.0,4,Good
22,Female,7.0,4,Rarely,Rarely,10.0,1,3.0,7.0,7.0,6,Poor
22,Male,7.0,6,Rarely,Rarely,10.0,0,4.0,5.0,7.0,5,Poor
40,Female,6.0,4,Sometimes,Frequently,9.0,0,5.0,3.0,7.0,6,Poor
18,Male,3.0,4,Never,Occasionally,6.0,0,7.0,5.0,4.0,4,Good
30,Male,3.0,5,Often,Occasionally,8.0,0,6.0,8.0,4.0,5,Good
30,Female,6.0,2,Never,Rarely,10.0,0,4.0,6.0,6.0,6,Fair
35,Female,2.0,1,Rarely,Rarely,6.0,0,9.0,8.0,3.0,3,Excellent
30,Male,6.0,6,Rarely,Occasionally,10.0,1,6.0,8.0,7.0,8,Fair
40,Male,4.0,3,Sometimes,Occasionally,7.0,0,8.0,6.0,4.0,6,Good
16,Female,4.0,4,Often,Occasionally,7.0,0,6.0,,5.0,5,Fair
22,Male,3.0,4,Always,Frequently,7.0,0,6.0,5.0,4.0,5,Fair
22,Male,10.0,2,Often,Occasionally,10.0,0,1.0,5.0,10.0,7,Poor
18,Female,5.0,3,Rarely,Occasionally,8.0,0,5.0,9.0,5.0,7,Good
22,Female,5.0,3,Sometimes,Frequently,10.0,0,5.0,3.0,7.0,6,Poor
25,Male,10.0,2,Sometimes,Frequently,10.0,0,1.0,3.0,9.0,9,Poor
30,Female,6.0,1,Rarely,Occasionally,,0,4.0,5.0,6.0,6,Poor
35,Female,11.0,3,Sometimes,Rarely,10.0,0,1.0,8.0,10.0,9,Poor
25,Male,2.0,1,Rarely,Occasionally,5.0,0,8.0,8.0,3.0,3,Good
35,Female,8.0,2,Rarely,Occasionally,10.0,0,2.0,8.0,7.0,8,Poor
25,Other,3.0,2,Never,Rarely,8.0,0,6.0,6.0,4.0,5,Good
22,Male,8.0,4,Always,Rarely,10.0,0,1.0,8.0,10.0,6,Poor
30,Male,9.0,5,Sometimes,Frequently,10.0,0,2.0,3.0,10.0,6,Poor
16,Female,3.0,3,Rarely,Frequently,9.0,0,,6.0,4.0,4,Good
18,Female,4.0,2,Often,Rarely,7.0,1,6.0,5.0,3.0,5,Good
25,Male,7.0,6,Often,Occasionally,10.0,0,4.0,4.0,7.0,7,Poor
45,Female,1.0,1,Often,Rarely,4.0,0,8.0,2.0,3.0,4,Good
35,Female,7.0,2,Sometimes,Rarely,10.0,0,3.0,5.0,8.0,4,Poor
18,Female,2.0,2,Rarely,Occasionally,5.0,1,9.0,1.0,5.0,5,Fair
40,Female,10.0,2,Sometimes,Occasionally,10.0,1,1.0,5.0,10.0,10,Poor
35,Male,3.0,2,Sometimes,Frequently,7.0,0,7.0,5.0,3.0,6,Good
30,Male,5.0,2,Often,Frequently,10.0,0,5.0,5.0,6.0,5,Fair
40,Female,2.0,2,Often,Rarely,7.0,0,8.0,7.0,3.0,3,Good
25,Male,3.0,3,Rarely,Occasionally,7.0,0,8.0,4.0,2.0,5,Fair
22,Female,4.0,2,Sometimes,Occasionally,9.0,1,9.0,2.0,6.0,6,Fair
